순위,상품명,판매가,작가,출판사,출시일자,분야
127,나는 나무처럼 살고 싶다(10만 부 기념 스페셜 에디션),"14,400",우종영,메이븐,20210208,인문
128,이상한 과자 가게 전천당 1,"10,800",히로시마 레이코,길벗스쿨,20190705,어린이(초등)
129,흔한남매의 흔한 호기심 2,"10,800",흔한남매 ,미래엔아이세움,20201217,어린이(초등)
130,더 해빙(The Having)(50만부 기념 리커버 에디션),"14,400",이서윤 외,수오서재,20200301,자기계발
131,부의 대이동,"15,300",오건영,페이지2북스,20200723,경제/경영
132,마법천자문 50: 착해져라! 착할 선,"12,600",유대영,아울북,20210120,어린이(초등)
133,임신 출산 육아 대백과(2021~2022),"17,550",삼성출판사 편집부,삼성출판사,20210731,가정/육아
134,그냥 하지 말라,"15,300",송길영,북스톤,20211005,경제/경영
135,팩트풀니스,"17,820",한스 로슬링 외,김영사,20190310,인문
136,페인트,"11,700",이희영,창비,20190419,청소년
137,데일 카네기 자기관리론(1948년 초판 완역본),"10,350",데일 카네기,현대지성,20210113,자기계발
138,"돈, 뜨겁게 사랑하고 차갑게 다루어라","10,800",앙드레 코스톨라니,미래의창,20150930,경제/경영
139,떠난 후에 남겨진 것들,"13,050",김새별 외,청림출판,20200929,시/에세이
140,해커스 OPIc 오픽 Advanced 공략,"14,310",해커스 오픽연구소,해커스,20210813,외국어
141,당신이 옳다,"15,750",정혜신,해냄출판사,20181010,인문
142,재무제표 모르면 주식투자 절대로 하지마라,"17,820",사경인,베가북스,20200110,경제/경영
143,나의 한국현대사 1959-2020,"17,100",유시민,돌베개,20210120,역사/문화
144,지구를 위한다는 착각,"19,800",마이클 셸런버거,부키,20210427,정치/사회
145,끌리는 말투 호감 가는 말투,"13,320",리우난,리드리드출판,20210325,자기계발
146,불안한 사람들,"14,220",프레드릭 배크만,다산책방,20210514,소설
147,어떻게 인생을 살 것인가(특별판),"15,300",쑤린,다연,20210215,자기계발
148,나를 사랑하는 연습(10만 부 판매 기념 리커버 에디션),"12,600",정영욱,부크럼,20200102,자기계발
149,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
150,역사의 쓸모,"13,500",최태성,다산초당,20191122,인문
151,하버드 상위 1퍼센트의 비밀(리커버 에디션),"14,400",정주영,한국경제신문,20181017,자기계발
152,멋진 신세계,"12,420",올더스 헉슬리,소담출판사,20150612,소설
153,그게 너였으면 좋겠다,"13,950",일홍,피카(FIKA),20210426,시/에세이
154,더 보스(The Boss),"13,950",안규호,떠오름(RISE),20210517,자기계발
155,월든(완결판),"11,700",헨리 데이빗 소로우,은행나무,20110822,시/에세이
156,메트로폴리스,"24,300",벤 윌슨,매일경제신문사,20210308,역사/문화
157,보건교사 안은영(특별판),"12,600",정세랑,민음사,20200911,소설
158,서울 자가에 대기업 다니는 김 부장 이야기 1: 김부장 편,"13,500",송희구,서삼독,20210825,자기계발
159,시크릿,"15,120",론다 번,살림Biz,20070618,자기계발
160,귀멸의 칼날 공식팬북,"8,550",고토게 코요하루,학산문화사,20200924,만화
161,달까지 가자,"12,600",장류진,창비,20210415,소설
162,프리워커스,"14,400",모빌스그룹,알에이치코리아,20210501,경제/경영
163,아주 작은 습관의 힘,"14,400",제임스 클리어,비즈니스북스,20190226,자기계발
164,잘했고 잘하고 있고 잘 될 것이다(스페셜 리미티드 에디션),"13,500",정영욱,부크럼,20210514,시/에세이
165,연금술사,"10,800",파울로 코엘료,문학동네,20181205,소설
166,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
167,아홉 살 마음 사전,"11,700",박성우,창비,20230209,어린이(초등)
168,상장기업 업종 지도(2021),"14,400",박찬일,에프엔미디어,20210101,경제/경영
169,모든 날에 모든 순간에 위로를 보낸다,"12,420",글배우,강한별,20210407,시/에세이
170,엑시트(Exit),"15,300",송희창,지혜로,20201123,경제/경영
171,Do it! 점프 투 파이썬,"16,920",박응용,이지스퍼블리싱,20190620,컴퓨터/IT
172,존리의 부자되기 습관(20만부 기념 리커버 에디션),"13,500",존 리,지식노마드,20200115,경제/경영
173,그렇게 말해줘서 고마워,"13,320",김유진,피카(FIKA),20201015,시/에세이
174,사랑의 온도,"12,960",고경표,떠오름(RISE),20201204,시/에세이
175,수학 잘하는 아이는 이렇게 공부합니다,"15,120",류승재,블루무스,20221209,가정/육아
176,부의 품격: 착하게 살아도 성공할 수 있다,"14,220",양원근,성안당,20210702,자기계발
177,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
178,심리학을 만나 행복해졌다(특별판 리커버에디션),"15,120",장원청,미디어숲,20210210,자기계발
179,IT 좀 아는 사람,"16,020",닐 메타 외,윌북,20210120,경제/경영
180,세금 내는 아이들,"12,600",옥효진,한국경제신문,20210615,어린이(초등)
181,원피스 98: 충신 킨,"4,500",Eiichiro Oda,대원씨아이,20210310,만화
182,제로 투 원(리커버 에디션),"14,400",피터 틸 외,한국경제신문,20211004,경제/경영
183,빅터 프랭클의 죽음의 수용소에서,"11,700",빅터 프랭클,청아출판사,20200530,시/에세이
184,유리멘탈을 위한 심리책,"12,600",미즈시마 히로코,갤리온,20210127,자기계발
185,아파트 청약 이렇게 쉬웠어?,"16,200",김태훈(베니아),지혜로,20210820,경제/경영
186,세계를 건너 너에게 갈게,"11,250",이꽃님,문학동네,20210924,청소년
187,걸어 다니는 어원 사전,"15,120",마크 포사이스,윌북,20200907,인문
188,눈 떠보니 선진국,"14,850",박태웅,한빛비즈,20210801,정치/사회
189,7년의 밤,"13,050",정유정,은행나무,20160530,소설
190,토익 단기공략 750+(LC+RC),"16,200",ETS,YBM,20200820,외국어
191,읽으면서 바로 써먹는 어린이 속담: 바이러스 편,"10,800",한날,파란정원,20201218,어린이(초등)
192,양순이네 떡집,"9,900",김리리,비룡소,20210816,어린이(초등)
193,지리의 힘,"18,000",팀 마샬,사이,20160810,정치/사회
194,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
1,더 해빙(The Having)(50만부 기념 리커버 에디션),"14,400",이서윤 외,수오서재,20200301,자기계발
2,돈의 속성(300쇄 리커버에디션),"16,020",김승호,스노우폭스북스,20200615,경제/경영
3,아몬드,"12,600",손원평,창비,20170331,소설
4,하버드 상위 1퍼센트의 비밀(리커버 에디션),"14,400",정주영,한국경제신문,20181017,자기계발
5,지적 대화를 위한 넓고 얕은 지식: 제로 편,"17,820",채사장,웨일북(whalebooks),20191224,인문
6,존리의 부자되기 습관(20만부 기념 리커버 에디션),"13,500",존 리,지식노마드,20200115,경제/경영
7,주식투자 무작정 따라하기(2020),"16,200",윤재수,길벗,20200110,경제/경영
8,흔한남매 3,"10,800",흔한남매 ,미래엔아이세움,20200109,어린이(초등)
9,해커스 토익 기출보카 TOEIC VOCA(토익보카) 단어장,"11,610",David Cho,해커스어학연구소,20220314,외국어
10,내가 원하는 것을 나도 모를 때,"14,400",전승환,다산초당,20200108,인문
11,달러구트 꿈 백화점,"12,420",이미예,팩토리나인,20200708,소설
12,데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션),"10,800",헤르만 헤세,더스토리,20171030,소설
13,1cm 다이빙,"12,150",태수 외,피카(FIKA),20200121,시/에세이
14,지쳤거나 좋아하는 게 없거나,"12,150",글배우,강한별,20190904,시/에세이
15,김미경의 리부트,"14,400",김미경,웅진지식하우스,20200701,자기계발
16,한번도 경험해보지 못한 나라,"16,020",강양구 외,천년의상상,20200825,정치/사회
17,트렌드 코리아 2021,"16,200",김난도 외,미래의창,20201013,경제/경영
18,팩트풀니스,"17,820",한스 로슬링 외,김영사,20190310,인문
19,당신이 옳다,"15,750",정혜신,해냄출판사,20181010,인문
20,보건교사 안은영(특별판),"12,600",정세랑,민음사,20200911,소설
21,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
22,애쓰지 않고 편안하게(20만 부 기념 에디션),"13,500",김수현,놀,20200514,시/에세이
23,녹나무의 파수꾼,"16,020",히가시노 게이고,소미미디어,20200317,소설
24,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
25,"1일 1페이지, 세상에서 가장 짧은 교양 수업 365","14,400",데이비드 S. 키더 외,위즈덤하우스,20191030,인문
26,우리가 빛의 속도로 갈 수 없다면,"12,600",김초엽,허블,20190624,소설
27,기억 1,"15,120",베르나르 베르베르,열린책들,20200530,소설
28,나는 나로 살기로 했다,"12,420",김수현,마음의숲,20200316,시/에세이
29,날씨가 좋으면 찾아가겠어요,"12,420",이도우,시공사,20180628,소설
30,부의 추월차선,"13,500",엠제이 드마코,토트,20130820,경제/경영
31,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
32,재무제표 모르면 주식투자 절대로 하지마라,"17,820",사경인,베가북스,20200110,경제/경영
33,지리의 힘,"18,000",팀 마샬,사이,20160810,정치/사회
34,부의 대이동,"15,300",오건영,페이지2북스,20200723,경제/경영
35,페스트,"12,600",알베르 카뮈,민음사,20110403,소설
36,데일 카네기 인간관계론,"10,350",데일 카네기,현대지성,20191007,자기계발
37,코로나 이후의 세계,"13,320",제이슨 솅커,미디어숲,20200530,경제/경영
38,보통의 언어들,"13,050",김이나,위즈덤하우스,20200527,시/에세이
39,에이트,"15,300",이지성,차이정원,20191021,자기계발
40,지적 대화를 위한 넓고 얕은 지식 1,"14,400",채사장,웨일북(whalebooks),20200205,인문
41,부자 아빠 가난한 아빠 1(20주년 특별 기념판),"15,300",로버트 기요사키,민음인,20221028,경제/경영
42,성숙한 어른이 갖춰야 할 좋은 심리 습관,"13,500",류쉬안,다연,20200511,자기계발
43,죽은 자의 집 청소,"12,420",김완,김영사,20200530,시/에세이
44,아내를 모자로 착각한 남자,"18,900",올리버 색스,알마,20221223,과학
45,룬샷,"16,200",사피 바칼,흐름출판,20200427,경제/경영
46,딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),"14,400",한성희,메이븐,20200128,인문
47,봉제인형 살인사건,"13,500",다니엘 콜,북플라자,20171020,소설
48,이토록 공부가 재미있어지는 순간(30만부 기념 매직 에디션),"13,500",박성혁,다산북스,20200727,청소년
49,꽃을 보듯 너를 본다,"9,900",나태주,지혜,20201130,시/에세이
50,부의 인문학,"13,500",브라운스톤(우석),오픈마인드,20191004,경제/경영
51,내일의 부 1: 알파편,"14,400",김장섭(조던),트러스트북스,20200116,경제/경영
52,만남은 지겹고 이별은 지쳤다,"12,420",색과 체,떠오름(RISE),20200623,시/에세이
53,추리 천재 엉덩이 탐정 9: 세 마리 행운 고양이 사건,"10,800",트롤,미래엔아이세움,20200115,어린이(초등)
54,설민석의 한국사 대모험 13,"10,800",설민석 외,아이휴먼,20200323,어린이(초등)
55,트렌드 코리아 2020,"16,200",김난도 외,미래의창,20191024,경제/경영
56,여행의 이유,"12,150",김영하,문학동네,20190417,시/에세이
57,설민석의 삼국지 1,"19,800",설민석,세계사,20190717,인문
58,매우 예민한 사람들을 위한 책(10만 부 기념 리커버),"16,200",전홍진,글항아리,20200723,인문
59,타인의 해석,"16,650",말콤 글래드웰,김영사,20200323,자기계발
60,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
61,타이탄의 도구들(블랙 에디션),"16,200",팀 페리스,토네이도,20220620,자기계발
62,멋진 신세계,"12,420",올더스 헉슬리,소담출판사,20150612,소설
63,"시선으로부터,","12,600",정세랑,문학동네,20200605,소설
64,이기적 유전자(리커버:K),"18,000",리처드 도킨스,을유문화사,20230130,과학
65,해커스 토익 스타트 리딩(Reading) RC,"13,410",David Cho,해커스어학연구소,20220221,외국어
66,방구석 미술관,"15,120",조원재,블랙피쉬,20211221,예술/대중문화
67,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
68,선량한 차별주의자,"13,500",김지혜,창비,20190717,정치/사회
69,언컨택트,"16,200",김용섭,퍼블리온,20200420,경제/경영
70,아주 작은 습관의 힘,"14,400",제임스 클리어,비즈니스북스,20190226,자기계발
71,살고 싶다는 농담,"14,400",허지웅,웅진지식하우스,20200817,시/에세이
72,흔한남매 안 흔한 일기 1,"10,800",흔한남매 ,미래엔아이세움,20200227,어린이(초등)
73,언어의 온도(170만부 기념 에디션),"12,420",이기주,말글터,20160819,시/에세이
74,소년이 온다,"13,500",한강,창비,20140519,소설
75,정의란 무엇인가,"13,500",마이클 샌델,와이즈베리,20141120,인문
76,나의 하루는 4시 30분에 시작된다,"13,500",김유진,토네이도,20211028,자기계발
77,해빗,"15,300",웬디 우드,다산북스,20191217,자기계발
78,마음챙김의 시,"11,700",류시화 ,수오서재,20200917,시/에세이
79,오래 준비해온 대답,"14,850",김영하,복복서가,20200429,시/에세이
80,아비투스,"16,200",도리스 메르틴,다산초당,20200803,인문
81,공간이 만든 공간,"14,850",유현준,을유문화사,20200501,인문
82,돌이킬 수 없는 약속,"13,500",야쿠마루 가쿠,북플라자,20170202,소설
83,그 환자,"12,600",재스퍼 드윗,시월이일,20200812,소설
84,기분이 태도가 되지 않게,"12,600",레몬심리,갤리온,20200630,자기계발
85,시작의 기술,"14,400",개리 비숍,웅진지식하우스,20190417,자기계발
86,지금 이대로 좋다,"13,320",법륜,정토출판,20191030,시/에세이
87,어떻게 말해줘야 할까,"15,750",오은영,김영사,20201025,가정/육아
88,너에게만 좋은 사람이 되고 싶어(리커버 한정판),"12,150",유귀선,스튜디오오드리,20191016,시/에세이
89,트바로티 김호중,"15,300",스토리베리,스튜디오오드리,20200814,시/에세이
90,루팡의 딸,"13,500",요코제키 다이,북플라자,20190925,소설
91,"파타고니아, 파도가 칠 때는 서핑을","17,820",이본 쉬나드,라이팅하우스,20200430,경제/경영
92,나는 무조건 합격하는 공부만 한다,"13,500",이윤규,비즈니스북스,20191216,자기계발
93,117층 나무 집,"12,600",앤디 그리피스,시공주니어,20200110,어린이(초등)
94,이상한 과자 가게 전천당 1,"10,800",히로시마 레이코,길벗스쿨,20190705,어린이(초등)
95,알사탕,"10,800",백희나,책읽는곰,20170325,유아(0~7세)
96,일의 기쁨과 슬픔,"12,600",장류진,창비,20191025,소설
97,내일의 부 2: 오메가편,"14,400",김장섭(조던),트러스트북스,20200220,경제/경영
98,배움의 발견,"19,800",타라 웨스트오버,열린책들,20200105,시/에세이
99,해커스 토익 스타트 리스닝(Listening) LC,"13,410",David Cho,해커스어학연구소,20220221,외국어
100,폴리매스,"16,920",와카스 아메드,안드로메디안,20200929,자기계발
101,지적 대화를 위한 넓고 얕은 지식 2,"14,400",채사장,웨일북(whalebooks),20200205,인문
102,양준일 Maybe,"16,200",양준일 외,모비딕북스,20200214,시/에세이
103,작은 아씨들(영화 공식 원작 소설 오리지널 커버),"16,200",루이자 메이 올컷,알에이치코리아,20200212,소설
104,내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),"13,500",김상현,필름(Feelm),20200116,시/에세이
105,심판,"13,320",베르나르 베르베르,열린책들,20200905,소설
106,데미안,"7,200",헤르만 헤세,민음사,20090120,소설
107,심리학을 만나 행복해졌다,"14,220",장원청,미디어숲,20200310,자기계발
108,괜찮지 않은데 괜찮은 척했다,"12,150",글배우,강한별,20200723,시/에세이
109,공부란 무엇인가,"14,400",김영민,어크로스,20200826,인문
110,임신 출산 육아 대백과(2021~2022),"17,550",삼성출판사 편집부,삼성출판사,20210731,가정/육아
111,킵고잉(Keep Going),"16,920",주언규,21세기북스,20200724,경제/경영
112,페인트,"11,700",이희영,창비,20190419,청소년
113,이미 어쩔 수 없는 힘듦이 내게 찾아왔다면,"12,150",글배우,강한별,20200324,시/에세이
114,미움받을 용기,"13,410",기시미 이치로 외,인플루엔셜,20141117,인문
115,코로나 사피엔스,"13,500",최재천 외,인플루엔셜,20200610,인문
116,세계미래보고서 2035-2055,"19,800",박영숙 외,교보문고,20200605,경제/경영
117,모든 사람에게 좋은 사람일 필요는 없어,"12,420",김유은,좋은북스,20190927,시/에세이
118,노화의 종말,"19,800",데이비드 A. 싱클레어 외,부키,20200730,인문
119,사랑한다고 상처를 허락하지 말 것,"13,050",김달,비에이블,20200417,시/에세이
120,인생의 태도,"14,400",웨인 다이어,더퀘스트,20200619,인문
121,규칙 없음,"22,500",리드 헤이스팅스 외,알에이치코리아,20200908,경제/경영
122,이 한마디가 나를 살렸다,"17,820",김미경,21세기북스,20200325,자기계발
123,명리심리학,"14,400",양창순,다산북스,20200225,인문
124,아홉 명의 완벽한 타인들,"14,220",리안 모리아티,마시멜로,20191025,소설
125,코로나 투자 전쟁,"15,120",정채진 외,페이지2북스,20200525,경제/경영
126,우리가 인생이라 부르는 것들,"14,400",정재찬,인플루엔셜,20200225,인문
127,아홉 살 마음 사전,"11,700",박성우,창비,20230209,어린이(초등)
128,사랑은 내 시간을 기꺼이 건네주는 것이다,"13,050",이기주,황소북스,20200318,시/에세이
129,작가들의 비밀스러운 삶,"13,320",기욤 뮈소,밝은세상,20191121,소설
130,넛지,"16,200",안진환,리더스북,20181123,경제/경영
131,나를 사랑하는 연습(10만 부 판매 기념 리커버 에디션),"12,600",정영욱,부크럼,20200102,자기계발
132,해커스 OPIc 오픽 Advanced 공략,"14,310",해커스 오픽연구소,해커스,20210813,외국어
133,존리의 금융문맹 탈출,"14,400",존 리,베가북스,20201012,경제/경영
134,혼돈의 시대 리더의 탄생,"24,120",도리스 컨스 굿윈,커넥팅,20200226,정치/사회
135,열두 살에 부자가 된 키라,"15,120",보도 섀퍼,을파소,20141024,어린이(초등)
136,백만장자 시크릿,"14,400",하브 에커,알에이치코리아,20200713,경제/경영
137,공부머리 독서법,"14,850",최승필,책구루,20180503,인문
138,현명한 투자자,"20,700",벤저민 그레이엄,국일증권경제연구소,20200526,경제/경영
139,월급쟁이 재테크 상식사전,"15,750",우용표,길벗,20190607,경제/경영
140,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
141,장군이네 떡집,"9,900",김리리,비룡소,20220321,어린이(초등)
142,사람은 어떻게 생각하고 배우고 기억하는가,"15,300",제레드 쿠니 호바스,토네이도,20200320,자기계발
143,"엄마, 주식 사주세요(리커버 에디션)","13,500",존 리,한국경제신문,20200528,경제/경영
144,사서함 110호의 우편물,"11,700",이도우,시공사,20160318,소설
145,말 그릇,"13,500",김윤나,카시오페아,20170922,자기계발
146,선물주는산타의 주식투자 시크릿,"14,400",선물주는산타,비즈니스북스,20200416,경제/경영
147,체리새우: 비밀글입니다,"10,350",황영미,문학동네,20190128,청소년
148,마음을 읽는 아이 오로르,"13,500",더글라스 케네디,밝은세상,20200228,소설
149,만복이네 떡집,"9,900",김리리,비룡소,20220309,어린이(초등)
150,마음의 결,"12,420",태희,피어오름,20190508,시/에세이
151,피프티 피플,"12,600",정세랑,창비,20161121,소설
152,이러지도 저러지도 못하는 당신에게,"11,700",강주원,비로소,20191028,시/에세이
153,백년운동,"17,550",정선근,아티잔,20191031,건강
154,"돈, 뜨겁게 사랑하고 차갑게 다루어라","10,800",앙드레 코스톨라니,미래의창,20150930,경제/경영
155,어른의 어휘력,"14,850",유선경,앤의서재,20200815,인문
156,백년 허리,"15,750",정선근,사이언스북스,20151231,건강
157,페스트(초판본)(1947년 오리지널 초판본 표지디자인),"12,420",알베르 카뮈,더스토리,20200320,소설
158,사람에 대한 예의,"13,500",권석천,어크로스,20200605,인문
159,진짜 부자 가짜 부자,"15,300",사경인,더클래스,20200417,경제/경영
160,설민석의 세계사 대모험 4,"10,800",설민석 외,단꿈아이,20200113,어린이(초등)
161,영어회화 이디엄,"13,500",김아영 외,사람in,20200103,외국어
162,마법천자문 47: 잠드는 시간! 밤 야,"12,600",김현수,아울북,20200129,어린이(초등)
163,브람스를 좋아하세요,"7,650",프랑수아즈 사강,민음사,20080502,소설
164,해커스 보카(Hackers Vocabulary),"15,210",David Cho,해커스어학연구소,20211213,외국어
165,이유가 많으니 그냥이라고 할 수밖에,"12,150",을냥이,스튜디오오드리,20200423,시/에세이
166,역사의 쓸모,"13,500",최태성,다산초당,20191122,인문
167,빨강 머리 앤,"15,120",루시 모드 몽고메리,더모던,20190510,소설
168,말센스,"13,050",셀레스트 헤들리,스몰빅라이프,20190225,자기계발
169,기적의 말하기 영단어 1000,"8,100",이시원,시원스쿨닷컴,20190212,외국어
170,42가지 마음의 색깔,"14,400",크리스티나 누녜스 페레이라 외,레드스톤,20220215,유아(0~7세)
171,철학은 어떻게 삶의 무기가 되는가,"14,400",야마구치 슈,다산초당,20190121,인문
172,너와 함께라면 인생도 여행이다,"12,150",나태주,열림원,20191212,시/에세이
173,영어 회화의 결정적 단어들,"16,200",서영조,사람in,20200306,외국어
174,경제기사 궁금증 300문 300답(2020),"17,820",곽해선,혜다,20191225,경제/경영
175,부동산 상식사전,"15,750",백영록,길벗,20190130,경제/경영
176,통찰과 역설,"15,120",천공,마음서재,20200620,자기계발
177,더 위험한 과학책,"19,800",랜들 먼로,시공사,20200125,과학
178,해커스 토익 왕기초 RC Reading 리딩,"12,510",해커스 어학연구소,해커스어학연구소,20211213,외국어
179,그림의 힘(리커버 에디션),"17,820",김선현,에이트포인트,20200715,자기계발
180,못 참는 아이 욱하는 부모(50만 부 발매 기념 리커버 에디션),"15,120",오은영,코리아닷컴,20160515,가정/육아
181,지구에서 한아뿐,"11,700",정세랑,난다,20190731,소설
182,미라클모닝,"13,320",할 엘로드,한빛비즈,20220805,자기계발
183,인간 실격,"8,100",다자이 오사무,민음사,20120410,소설
184,좋은 말씀,"15,300",맑고 향기롭게,시공사,20200430,시/에세이
185,초집중,"15,120",니르 이얄 외,안드로메디안,20200722,자기계발
186,수상한 화장실,"11,700",박현숙,북멘토,20200327,어린이(초등)
187,모순,"11,700",양귀자,쓰다,20130401,소설
188,원피스 95,"4,500",Eiichiro Oda,대원씨아이,20200331,만화
189,당신의 삶에 명상이 필요할 때,"14,850",앤디 퍼디컴,스노우폭스북스,20200305,자기계발
190,"안녕, 소중한 사람","13,500",정한경,북로망스,20200916,시/에세이
191,초격차: 리더의 질문,"16,200",권오현,쌤앤파커스,20200910,경제/경영
1,여행의 이유,"12,150",김영하,문학동네,20190417,시/에세이
2,고요할수록 밝아지는 것들,"13,500",혜민,수오서재,20181206,시/에세이
3,나는 나로 살기로 했다,"12,420",김수현,마음의숲,20200316,시/에세이
4,철학은 어떻게 삶의 무기가 되는가,"14,400",야마구치 슈,다산초당,20190121,인문
5,봉제인형 살인사건,"13,500",다니엘 콜,북플라자,20171020,소설
6,아주 작은 습관의 힘,"14,400",제임스 클리어,비즈니스북스,20190226,자기계발
7,꽃을 보듯 너를 본다,"9,900",나태주,지혜,20201130,시/에세이
8,돌이킬 수 없는 약속,"13,500",야쿠마루 가쿠,북플라자,20170202,소설
9,흔한남매 1,"9,900",흔한남매 외,미래엔아이세움,20190620,어린이(초등)
10,"곰돌이 푸, 행복한 일은 매일 있어","13,320",곰돌이 푸 ,알에이치코리아,20221014,시/에세이
11,해커스 토익 기출보카 TOEIC VOCA(토익보카) 단어장,"11,610",David Cho,해커스어학연구소,20220314,외국어
12,82년생 김지영,"12,600",조남주,민음사,20161014,소설
13,언어의 온도(170만부 기념 에디션),"12,420",이기주,말글터,20160819,시/에세이
14,공부머리 독서법,"14,850",최승필,책구루,20180503,인문
15,하마터면 열심히 살 뻔했다,"13,500",하완,웅진지식하우스,20180423,시/에세이
16,50대 사건으로 보는 돈의 역사,"16,020",홍춘욱,로크미디어,20190424,경제/경영
17,죽음 1,"14,220",베르나르 베르베르,열린책들,20190530,소설
18,반일 종족주의,"18,000",이영훈 외,미래사,20190710,정치/사회
19,사피엔스,"24,120",유발 하라리,김영사,20230401,인문
20,당신이 옳다,"15,750",정혜신,해냄출판사,20181010,인문
21,말센스,"13,050",셀레스트 헤들리,스몰빅라이프,20190225,자기계발
22,유럽 도시 기행 1,"14,850",유시민,생각의길,20190709,인문
23,아가씨와 밤,"13,050",기욤 뮈소,밝은세상,20181126,소설
24,아몬드,"12,600",손원평,창비,20170331,소설
25,팩트풀니스,"17,820",한스 로슬링 외,김영사,20190310,인문
26,추리 천재 엉덩이 탐정 8: 괴도와 납치된 신부 사건,"10,800",트롤,미래엔아이세움,20190725,어린이(초등)
27,참 소중한 너라서,"14,220",김지훈,진심의꽃한송이,20181205,시/에세이
28,설민석의 삼국지 1,"19,800",설민석,세계사,20190717,인문
29,"걷는 사람, 하정우","13,950",하정우,문학동네,20181123,시/에세이
30,부자 아빠 가난한 아빠 1(20주년 특별 기념판),"15,300",로버트 기요사키,민음인,20221028,경제/경영
31,천년의 질문 1,"14,850",조정래,해냄출판사,20190611,소설
32,나미야 잡화점의 기적,"13,320",히가시노 게이고,현대문학,20121219,소설
33,인어가 잠든 집,"16,020",히가시노 게이고,재인,20190228,소설
34,지쳤거나 좋아하는 게 없거나,"12,150",글배우,강한별,20190904,시/에세이
35,트렌드 코리아 2019,"15,300",김난도 외,미래의창,20181026,경제/경영
36,추리 천재 엉덩이 탐정과 카레사건,"10,800",트롤,미래엔아이세움,20190501,어린이(초등)
37,설민석의 조선왕조실록,"19,800",설민석,세계사,20160720,역사/문화
38,죽고 싶지만 떡볶이는 먹고 싶어,"12,420",백세희,흔,20180620,시/에세이
39,심리학이 이렇게 쓸모 있을 줄이야,"11,700",류쉬안,다연,20190325,자기계발
40,개인주의자 선언,"12,150",문유석,문학동네,20220315,인문
41,빨강 머리 앤,"15,120",루시 모드 몽고메리,더모던,20190510,소설
42,역사의 쓸모,"13,500",최태성,다산초당,20191122,인문
43,"박막례, 이대로 죽을 순 없다","13,320",박막례 외,위즈덤하우스,20190531,시/에세이
44,포노 사피엔스,"15,120",최재붕,쌤앤파커스,20190312,경제/경영
45,어떻게 살 것인가,"13,500",유시민,생각의길,20130313,인문
46,자존감 수업,"15,300",윤홍균,심플라이프,20160901,인문
47,수미네 반찬 1(한정판 리커버 에디션),"15,300",김수미 외,성안당,20191111,요리
48,104층 나무 집,"12,600",앤디 그리피스,시공주니어,20190110,어린이(초등)
49,당신은 뇌를 고칠 수 있다,"17,820",톰 오브라이언,브론스테인,20190821,건강
50,백년을 살아보니,"13,500",김형석,덴스토리(Denstory),20160801,인문
51,나도 아직 나를 모른다,"13,320",허지원,홍익출판사,20181025,인문
52,트렌드 코리아 2020,"16,200",김난도 외,미래의창,20191024,경제/경영
53,코스모스,"17,910",칼 세이건,사이언스북스,20100120,과학
54,제10회 젊은작가상 수상작품집(2019),"11,700",박상영 외,문학동네,20190405,소설
55,설민석의 한국사 대모험 10,"10,800",설민석 외,아이휴먼,20220128,어린이(초등)
56,총 균 쇠,"25,200",재레드 다이아몬드,문학사상,20051219,역사/문화
57,직지 1,"12,600",김진명,쌤앤파커스,20190801,소설
58,골든아워 1,"14,220",이국종,흐름출판,20181002,시/에세이
59,무례한 사람에게 웃으며 대처하는 법,"12,420",정문정,가나출판사,20180108,시/에세이
60,타인의 시선을 의식해 힘든 나에게,"11,700",글배우,21세기북스,20190419,시/에세이
61,부의 추월차선,"13,500",엠제이 드마코,토트,20130820,경제/경영
62,이기적 유전자(리커버:K),"18,000",리처드 도킨스,을유문화사,20230130,과학
63,모든 순간이 너였다,"12,420",하태완,위즈덤하우스,20180216,시/에세이
64,내게 무해한 사람,"13,050",최은영,문학동네,20190620,소설
65,"진이, 지니","12,600",정유정,은행나무,20190527,소설
66,사업을 한다는 것,"14,400",레이 크록,센시오,20190531,경제/경영
67,좋은지 나쁜지 누가 아는가,"13,500",류시화,더숲,20190311,시/에세이
68,마력의 태동,"12,600",히가시노 게이고,현대문학,20190130,소설
69,일 잘하는 사람은 단순하게 합니다,"13,500",박소연,더퀘스트,20190322,자기계발
70,인생의 마지막 순간에서,"14,850",샐리 티스데일,비잉(Being),20190619,시/에세이
71,가장 예쁜 생각을 너에게 주고 싶다,"13,500",나태주,알에이치코리아,20170607,시/에세이
72,초예측,"15,300",유발 하라리 외,웅진지식하우스,20190208,인문
